ID,Val,NROW,NCOL,NIR,NIC
37,-0.0 + 4.8076923076923075im,11,9,35,-1
38,-0.0 + 9.090909090909092im,9,10,36,32
39,-0.0 + 9.090909090909092im,10,9,32,37
40,6.573961583776157 - 24.424167659260668im,12,12,44,45
41,-0.0 + 4.191255364806867im,4,12,-1,40
42,-0.0 + 4.191255364806867im,12,4,40,-1
43,0.0 - 7.142857142857142im,13,13,-1,-1
44,-0.0 + 7.142857142857142im,12,13,47,43
45,-0.0 + 7.142857142857142im,13,12,43,48
46,4.01751987283902 - 5.4242993323350674im,14,14,55,56
47,-1.526567608839558 + 3.1734252729654178im,12,14,50,46
48,-1.526567608839558 + 3.1734252729654178im,14,12,46,51
49,9.365498545964755 - 16.01163373210796im,15,15,61,62
50,-3.09539618265643 + 6.097275864326261im,12,15,53,55
51,-3.09539618265643 + 6.097275864326261im,15,12,56,54
52,3.271064728633931 - 8.94513365126506im,16,16,58,59
53,-1.9519977922801692 + 4.104359379111847im,12,16,-1,52
54,-1.9519977922801692 + 4.104359379111847im,16,12,52,-1
55,-2.490952263999462 + 2.2508740593696497im,14,15,-1,49
56,-2.490952263999462 + 2.2508740593696497im,15,14,49,-1
57,5.275106062069114 - 15.158221991997268im,17,17,-1,-1
58,-1.3190669363537617 + 4.840774272153213im,16,17,-1,57
59,-1.3190669363537617 + 4.840774272153213im,17,16,57,-1
60,4.886487584415919 - 9.906177730909667im,18,18,64,65
61,-1.8108011504072026 + 3.6874189316306962im,15,18,82,60
62,-1.8108011504072026 + 3.6874189316306962im,18,15,60,83
63,8.958039375185187 - 17.98346468163191im,19,19,67,68
64,-3.0756864340087167 + 6.21875879927897im,18,19,-1,63
65,-3.0756864340087167 + 6.21875879927897im,19,18,63,-1
66,7.667183256443101 - 15.750064171783773im,20,20,-1,-1
67,-5.882352941176471 + 11.764705882352942im,19,20,-1,66
68,-5.882352941176471 + 11.764705882352942im,20,19,66,-1
69,-1.7848303152666303 + 3.98535828943083im,10,20,74,67
70,-1.7848303152666303 + 3.98535828943083im,20,10,68,75
71,-3.9560391257153524 + 10.317447719844054im,10,17,69,58
72,-3.9560391257153524 + 10.317447719844054im,17,10,59,70
73,21.876495189895888 - 45.10843276170354im,21,21,79,80
74,-5.101853820159653 + 10.980714112929828im,10,21,77,73
75,-5.101853820159653 + 10.980714112929828im,21,10,73,78
76,21.934499075374386 - 43.48289181517921im,22,22,85,86
77,-2.619319553382597 + 5.4007703033294545im,10,22,-1,79
78,-2.619319553382597 + 5.4007703033294545im,22,10,80,-1
79,-16.774641369736234 + 34.127718648773715im,21,22,-1,76
80,-16.774641369736234 + 34.127718648773715im,22,21,76,-1
81,3.4297545553849877 - 6.965303617315433im,23,23,87,88
82,-1.968348948901661 + 3.9760648767813556im,15,23,-1,81
83,-1.968348948901661 + 3.9760648767813556im,23,15,81,-1
84,5.311836702613132 - 9.188263657315172im,24,24,90,91
85,-2.540538152255556 + 3.954402863076039im,22,24,-1,87
86,-2.540538152255556 + 3.954402863076039im,24,22,88,-1
87,-1.4614056064833265 + 2.989238740534077im,23,24,-1,84
88,-1.4614056064833265 + 2.989238740534077im,24,23,84,-1
89,4.495715080321986 - 7.86497876196962im,25,25,93,94
90,-1.309892943874249 + 2.2876220537050544im,24,25,-1,89
91,-1.309892943874249 + 2.2876220537050544im,25,24,89,-1
92,1.2165301194494857 - 1.8171440463475022im,26,26,-1,-1
93,-1.2165301194494857 + 1.8171440463475022im,25,26,96,92
94,-1.2165301194494857 + 1.8171440463475022im,26,25,92,97
95,3.652281470778588 - 9.46044252232512im,27,27,100,99
96,-1.9692920169982513 + 3.7602126619170635im,25,27,-1,95
97,-1.9692920169982513 + 3.7602126619170635im,27,25,95,-1
98,5.806823119408364 - 22.67145722159613im,28,28,-1,-1
99,-0.0 + 2.6087319475749227im,28,27,98,103
100,-0.0 + 2.6087319475749227im,27,28,102,98
101,1.9075867579849561 - 3.6043644012070484im,29,29,107,108
102,-0.9955335509526798 + 1.881005840357816im,27,29,105,101
103,-0.9955335509526798 + 1.881005840357816im,29,27,101,106
104,1.5995091098599334 - 3.0173300556469496im,30,30,-1,-1
105,-0.6874559028276572 + 1.2939714947977172im,27,30,-1,107
106,-0.6874559028276572 + 1.2939714947977172im,30,27,108,-1
107,-0.9120532070322763 + 1.7233585608492323im,29,30,-1,104
108,-0.9120532070322763 + 1.7233585608492323im,30,29,104,-1
109,-1.4439790613954466 + 4.540814658476247im,8,28,-1,100
110,-1.4439790613954466 + 4.540814658476247im,28,8,99,-1
111,-4.362844058012917 + 15.463571542897856im,6,28,-1,109
112,-4.362844058012917 + 15.463571542897856im,28,6,110,-1
