ID,Val,NROW,NCOL,NIR,NIC
53,-1.4314842326222021 + 4.691418913635789im,15,14,49,-1
54,4.178980435627538 - 16.44937846990076im,16,16,60,61
55,-2.862930452397029 + 11.262660364618501im,12,16,470,54
56,-2.862930452397029 + 11.262660364618501im,16,12,54,471
57,23.208166234696165 - 106.86376644044543im,17,17,63,64
58,-6.334185889161343 + 20.969994193662934im,15,17,71,60
59,-6.334185889161343 + 20.969994193662934im,17,15,61,72
60,-1.3160499832305086 + 5.22071810528226im,16,17,-1,57
61,-1.3160499832305086 + 5.22071810528226im,17,16,57,-1
62,8.931396406943943 - 37.9710097357503im,18,18,66,67
63,-4.55295868282535 + 18.693041746559366im,17,18,102,62
64,-4.55295868282535 + 18.693041746559366im,18,17,62,101
65,14.339732519986901 - 54.33234261448656im,19,19,69,70
66,-4.378437724118592 + 19.290167989190934im,18,19,-1,65
67,-4.378437724118592 + 19.290167989190934im,19,18,65,-1
68,4.1854027819201844 - 19.398004522923866im,20,20,74,75
69,-1.7592802030712005 + 8.168086657116287im,19,20,123,68
70,-1.7592802030712005 + 8.168086657116287im,20,19,68,124
71,-7.073970147845977 + 23.226201985427622im,15,19,120,66
72,-7.073970147845977 + 23.226201985427622im,19,15,67,121
73,4.548852958573963 - 21.084424412856528im,21,21,77,78
74,-2.4261225788489837 + 11.25561786580758im,20,21,-1,73
75,-2.4261225788489837 + 11.25561786580758im,21,20,73,-1
76,3.4157047652218897 - 15.830603251552128im,22,22,80,81
77,-2.1227303797249792 + 9.851906547048948im,21,22,-1,76
78,-2.1227303797249792 + 9.851906547048948im,22,21,76,-1
79,11.0446677242821 - 44.87192465488719im,23,23,83,84
80,-1.2929743854969105 + 6.01119670450318im,22,23,-1,79
81,-1.2929743854969105 + 6.01119670450318im,23,22,79,-1
82,6.395747022978257 - 26.036063125487665im,24,24,279,280
83,-5.186542650669064 + 18.902066549105033im,23,24,86,82
84,-5.186542650669064 + 18.902066549105033im,24,23,82,87
85,3.501208733620995 - 43.998737989062775im,25,25,90,89
86,-2.348209339852123 + 12.042099178728837im,23,25,113,85
87,-2.348209339852123 + 12.042099178728837im,25,23,85,114
88,1.071068534029302 - 39.479356516012075im,26,26,105,106
89,-0.0 + 27.268760907504365im,26,25,88,93
90,-0.0 + 27.268760907504365im,25,26,92,88
91,10.171367363912088 - 41.92412555396207im,27,27,95,96
92,-1.1529993937688723 + 5.910028339129753im,25,27,-1,91
93,-1.1529993937688723 + 5.910028339129753im,27,25,91,-1
94,4.998943923773579 - 21.090037649079658im,28,28,98,99
95,-2.4921162560118066 + 11.138313637689988im,27,28,117,94
96,-2.4921162560118066 + 11.138313637689988im,28,27,94,118
97,11.415881080836636 - 37.262972897758im,29,29,110,111
98,-2.506827667761773 + 9.97442401138967im,28,29,-1,97
99,-2.506827667761773 + 9.97442401138967im,29,28,97,-1
100,4.33505245476962 - 76.65212279111992im,30,30,147,148
101,-0.0 + 26.84707903780069im,30,17,106,109
102,-0.0 + 26.84707903780069im,17,30,108,105
103,-1.6844253692281903 + 19.69722473529021im,8,30,-1,102
104,-1.6844253692281903 + 19.69722473529021im,30,8,101,-1
105,-1.071068534029302 + 11.528397237361698im,26,30,-1,100
106,-1.071068534029302 + 11.528397237361698im,30,26,100,-1
107,13.499799923750004 - 42.42802220121331im,31,31,115,116
108,-1.7768481188463983 + 5.859100442525149im,17,31,454,110
109,-1.7768481188463983 + 5.859100442525149im,31,17,111,455
110,-8.909053413074863 + 27.304598886368325im,29,31,-1,107
111,-8.909053413074863 + 27.304598886368325im,31,29,107,-1
112,13.513822799813171 - 49.47245785047303im,32,32,456,457
113,-2.216941348264002 + 8.06351222255014im,23,32,-1,117
114,-2.216941348264002 + 8.06351222255014im,32,23,118,-1
115,-2.813898391828741 + 9.300972872319832im,31,32,-1,112
116,-2.813898391828741 + 9.300972872319832im,32,31,112,-1
117,-3.67891579620413 + 12.12917653333676im,27,32,462,115
118,-3.67891579620413 + 12.12917653333676im,32,27,116,463
119,4.142115522460914 - 13.806345811021036im,33,33,132,133
120,-2.2459478372704407 + 7.352523972537969im,15,33,-1,119
121,-2.2459478372704407 + 7.352523972537969im,33,15,119,-1
122,40.44663120952012 - 141.9010166996341im,34,34,134,135
123,-1.1280444449511313 + 3.705145982751721im,19,34,-1,122
124,-1.1280444449511313 + 3.705145982751721im,34,19,122,-1
125,24.78492236696759 - 112.70174421346977im,35,35,127,128
126,31.50794001914283 - 127.273101262567im,36,36,-1,-1
127,-20.539604759319843 + 93.52855738618858im,35,36,130,126
128,-20.539604759319843 + 93.52855738618858im,36,35,126,131
129,37.59856266348167 - 165.49341482002984im,37,37,140,139
130,-4.245317607647746 + 19.181116827281183im,35,37,-1,129
131,-4.245317607647746 + 19.181116827281183im,37,35,129,-1
132,-1.8961676851904739 + 6.488091838483067im,33,37,-1,136
133,-1.8961676851904739 + 6.488091838483067im,37,33,137,-1
134,-10.968335259822988 + 33.74872387637842im,34,36,136,127
135,-10.968335259822988 + 33.74872387637842im,36,34,128,137
136,-26.97189865309081 + 99.03744036681782im,34,37,163,130
137,-26.97189865309081 + 99.03744036681782im,37,34,131,164
138,2.498651812252123 - 58.21000281165572im,38,38,250,251
139,-0.0 + 28.520499108734402im,38,37,138,143
140,-0.0 + 28.520499108734402im,37,38,142,138
141,7.21827148917893 - 23.749726188065573im,39,39,149,150
142,-2.616902581929024 + 8.641485161510174im,37,39,145,141
143,-2.616902581929024 + 8.641485161510174im,39,37,141,146
144,13.603245781877934 - 44.230245436668326im,40,40,152,153
145,-1.8682761356236148 + 5.29292395927095im,37,40,-1,149
146,-1.8682761356236148 + 5.29292395927095im,40,37,150,-1
147,-1.5795585515121278 + 18.382793487425623im,30,38,-1,140
148,-1.5795585515121278 + 18.382793487425623im,38,30,139,-1
149,-4.601368907249906 + 15.129501026555399im,39,40,-1,144
150,-4.601368907249906 + 15.129501026555399im,40,39,144,-1
151,7.675612704357841 - 25.620350910439505im,41,41,157,158
152,-5.615932206015632 + 18.861786098824915im,40,41,155,151
153,-5.615932206015632 + 18.861786098824915im,41,40,151,156
154,4.883986153988123 - 17.562289521928914im,42,42,180,181
155,-1.5176685329887816 + 5.004204352017064im,40,42,-1,157
156,-1.5176685329887816 + 5.004204352017064im,42,40,158,-1
157,-2.059680498342208 + 6.781874811614588im,41,42,-1,154
158,-2.059680498342208 + 6.781874811614588im,42,41,154,-1
159,2.329574577058757 - 9.398032582469611im,43,43,161,162
160,3.549898952290129 - 14.150481204429871im,44,44,166,167
161,-0.9512217254035652 + 3.839306108783469im,43,44,-1,160
162,-0.9512217254035652 + 3.839306108783469im,44,43,160,-1
163,-1.3783528516551915 + 5.610196473686142im,34,43,-1,159
164,-1.3783528516551915 + 5.610196473686142im,43,34,159,-1
165,6.34152741892143 - 21.822892868360025im,45,45,169,170
166,-2.598677226886564 + 10.452715095646402im,44,45,-1,165
167,-2.598677226886564 + 10.452715095646402im,45,44,165,-1
168,5.691651701464171 - 18.6604078750311im,46,46,172,173
169,-2.001264799353191 + 6.784287669807318im,45,46,182,168
170,-2.001264799353191 + 6.784287669807318im,46,45,168,183
171,7.635597393118583 - 25.096607879929127im,47,47,178,179
172,-2.1624082399135034 + 7.226995959710919im,46,47,175,171
173,-2.1624082399135034 + 7.226995959710919im,47,46,171,176
174,7.76347851240614 - 22.217007565933955im,48,48,184,185
175,-1.5279786621974774 + 4.805124245512865im,46,48,-1,174
176,-1.5279786621974774 + 4.805124245512865im,48,46,174,-1
177,26.976311242418927 - 91.0594945552028im,49,49,187,188
178,-4.471957780972405 + 14.633369702134832im,47,49,270,184
179,-4.471957780972405 + 14.633369702134832im,49,47,185,271
180,-1.3066371226571332 + 5.90271035829726im,42,49,-1,182
181,-1.3066371226571332 + 5.90271035829726im,49,42,183,-1
182,-1.741585392681675 + 4.735890102906309im,45,49,-1,178
183,-1.741585392681675 + 4.735890102906309im,49,45,179,-1
184,-6.2354998502086625 + 17.591773320421087im,48,49,-1,177
185,-6.2354998502086625 + 17.591773320421087im,49,48,177,-1
186,6.539099367753713 - 18.415962146476875im,50,50,214,215
187,-4.192885286113383 + 11.809175038042188im,49,50,190,186
188,-4.192885286113383 + 11.809175038042188im,50,49,186,191
189,11.927606691017179 - 34.000250930715886im,51,51,193,194
190,-2.299942832696668 + 6.4833779440214725im,49,51,201,189
191,-2.299942832696668 + 6.4833779440214725im,51,49,189,202
192,6.673553702113419 - 20.930996172878533im,52,52,196,197
193,-5.246115161272816 + 15.195643915410916im,51,52,219,192
194,-5.246115161272816 + 15.195643915410916im,52,51,192,220
195,3.1159672673368286 - 13.559551064788513im,53,53,199,200
196,-1.4274385408406027 + 5.762622257467618im,52,53,-1,195
197,-1.4274385408406027 + 5.762622257467618im,53,52,195,-1
198,35.40721062840745 - 128.3427097029108im,54,54,204,205
199,-1.6885287264962259 + 7.832718807320895im,53,54,-1,198
200,-1.6885287264962259 + 7.832718807320895im,54,53,198,-1
201,-1.7637924846283286 + 6.407739349096925im,49,54,255,199
202,-1.7637924846283286 + 6.407739349096925im,54,49,200,256
203,23.547656083429413 - 77.72271154482524im,55,55,209,210
204,-3.198274067485475 + 13.379761927291307im,54,55,207,203
205,-3.198274067485475 + 13.379761927291307im,55,54,203,208
206,56.19580115819534 - 182.31281936998846im,56,56,212,213
207,-27.8438718169392 + 96.69417303700703im,54,56,222,209
208,-27.8438718169392 + 96.69417303700703im,56,54,210,223
209,-19.378582853766353 + 59.96241825653114im,55,56,226,206
210,-19.378582853766353 + 59.96241825653114im,56,55,206,227
211,5.610378222465696 - 15.797009178514292im,57,57,-1,-1
212,-3.2641641408253665 + 9.192952070079604im,56,57,217,211
213,-3.2641641408253665 + 9.192952070079604im,57,56,211,218
214,-2.34621408164033 + 6.632757108434689im,50,57,-1,212
215,-2.34621408164033 + 6.632757108434689im,57,50,213,-1
216,7.645712837873061 - 21.526161141363104im,58,58,-1,-1
217,-3.2641641408253665 + 9.192952070079604im,56,58,224,216
218,-3.2641641408253665 + 9.192952070079604im,58,56,216,225
219,-4.381548697047695 + 12.354249071283501im,51,58,-1,217
220,-4.381548697047695 + 12.354249071283501im,58,51,218,-1
221,7.158769752527116 - 54.63647984483522im,59,59,229,230
222,-0.9127435328582227 + 4.160876582194642im,54,59,-1,226
223,-0.9127435328582227 + 4.160876582194642im,59,54,227,-1
224,-2.445018205839051 + 7.355303936291069im,56,59,-1,221
225,-2.445018205839051 + 7.355303936291069im,59,56,221,-1
226,-0.9707991621775844 + 4.4207313610028im,55,59,-1,224
227,-0.9707991621775844 + 4.4207313610028im,59,55,225,-1
228,19.119964811200255 - 94.90195192804552im,60,60,234,235
229,-1.4389540755764103 + 6.581966591753296im,59,60,232,228
230,-1.4389540755764103 + 6.581966591753296im,60,59,228,233
231,20.904636667138426 - 140.366956191929im,61,61,239,240
232,-1.3912547760758474 + 6.362445622298082im,59,61,243,234
233,-1.3912547760758474 + 6.362445622298082im,61,59,235,242
234,-13.952043023027212 + 71.34567454957097im,60,61,237,231
235,-13.952043023027212 + 71.34567454957097im,61,60,231,238
236,12.054589069877975 - 54.852110090065835im,62,62,257,258
237,-3.728967712596635 + 17.007730786721236im,60,62,-1,239
238,-3.728967712596635 + 17.007730786721236im,62,60,240,-1
239,-5.561338868035368 + 25.376983184239055im,61,62,248,236
240,-5.561338868035368 + 25.376983184239055im,62,61,236,247
241,4.268430686641598 - 77.63552232997588im,63,63,245,246
242,-0.0 + 26.986183074265973im,63,59,241,-1
243,-0.0 + 26.986183074265973im,59,63,-1,241
244,7.194646216448149 - 120.6453871296363im,64,64,252,253
245,-4.268430686641598 + 49.632914960948824im,63,64,-1,244
246,-4.268430686641598 + 49.632914960948824im,64,63,244,-1
247,-0.0 + 37.881657701341005im,64,61,246,-1
248,-0.0 + 37.881657701341005im,61,64,-1,245
249,9.196128706763563 - 134.83184304588946im,65,65,262,263
250,-0.9190932607399952 + 10.058001721305606im,38,65,-1,252
251,-0.9190932607399952 + 10.058001721305606im,65,38,253,-1
252,-2.926215529806551 + 32.851936431285445im,64,65,-1,249
253,-2.926215529806551 + 32.851936431285445im,65,64,249,-1
254,7.1453441334155 - 61.68668121587638im,66,66,264,265
255,-4.10508563094596 + 20.95874274910743im,49,66,272,257
256,-4.10508563094596 + 20.95874274910743im,66,49,258,273
257,-0.9669542385897394 + 4.373361494036581im,62,66,260,262
258,-0.9669542385897394 + 4.373361494036581im,66,62,263,261
259,3.870632514536034 - 17.516424570774312im,67,67,-1,-1
260,-1.7973282506562336 + 8.150674625068966im,62,67,-1,264
261,-1.7973282506562336 + 8.150674625068966im,67,62,265,-1
262,-0.0 + 28.905911258852438im,65,66,267,254
263,-0.0 + 28.905911258852438im,66,65,254,268
264,-2.0733042638798 + 9.394659945705344im,66,67,-1,259
265,-2.0733042638798 + 9.394659945705344im,67,66,259,-1
266,30.19114698761816 - 386.470653530312im,68,68,274,275
267,-5.3508199162170165 + 62.03849178222628im,65,68,-1,266
268,-5.3508199162170165 + 62.03849178222628im,68,65,266,-1
269,8.8426573143809 - 56.79061808036529im,69,69,277,278
270,-1.0012313722326749 + 3.295522218083377im,47,69,-1,272
271,-1.0012313722326749 + 3.295522218083377im,69,47,273,-1
272,-0.8589248615147161 + 2.82529599117531im,49,69,-1,274
273,-0.8589248615147161 + 2.82529599117531im,69,49,275,-1
274,-0.0 + 28.905911258852438im,68,69,322,269
275,-0.0 + 28.905911258852438im,69,68,269,323
276,12.43588982856337 - 49.68446572975312im,70,70,282,283
277,-1.7617006283398908 + 7.457865993305538im,69,70,298,276
278,-1.7617006283398908 + 7.457865993305538im,70,69,276,299
279,-0.01305088816901148 + 2.4300635663114134im,24,70,285,277
280,-0.01305088816901148 + 2.4300635663114134im,70,24,278,286
281,11.942651469923579 - 52.98613772240439im,71,71,287,288
282,-6.59171936554477 + 26.531296766081557im,70,71,293,281
283,-6.59171936554477 + 26.531296766081557im,71,70,281,294
284,2.4930737927490574 - 9.991810533604799im,72,72,-1,-1
285,-1.1961534841401813 + 4.80422301007122im,24,72,-1,287
286,-1.1961534841401813 + 4.80422301007122im,72,24,288,-1
287,-1.2969203086088759 + 5.234207523533579im,71,72,290,284
288,-1.2969203086088759 + 5.234207523533579im,72,71,284,291
289,4.0540117957699335 - 21.247243432789258im,73,73,-1,-1
290,-4.0540117957699335 + 21.25313343278926im,71,73,-1,289
291,-4.0540117957699335 + 21.25313343278926im,73,71,289,-1
292,8.932897371029892 - 29.34053820848433im,74,74,300,301
293,-2.098235075583555 + 6.922605997498861im,70,74,296,292
294,-2.098235075583555 + 6.922605997498861im,74,70,292,297
295,18.38128313211385 - 59.966750091173274im,75,75,308,309
296,-1.9711838709261433 + 6.493853406555752im,70,75,-1,300
297,-1.9711838709261433 + 6.493853406555752im,75,70,301,-1
298,-2.4509433105889826 + 7.383088491156935im,69,75,306,296
299,-2.4509433105889826 + 7.383088491156935im,75,69,297,307
300,-6.834662295446337 + 22.55994221098547im,74,75,-1,295
301,-6.834662295446337 + 22.55994221098547im,75,74,295,-1
302,6.939699454521264 - 23.02454921211867im,76,76,304,305
303,40.962701925974436 - 131.15949103122566im,77,77,311,312
304,-1.8596578229605756 + 6.198859409868584im,76,77,475,303
305,-1.8596578229605756 + 6.198859409868584im,77,76,303,476
306,-2.769857141704636 + 9.053578359617095im,69,77,-1,308
307,-2.769857141704636 + 9.053578359617095im,77,69,309,-1
308,-1.3793255396467734 + 4.587806578625457im,75,77,473,304
309,-1.3793255396467734 + 4.587806578625457im,77,75,305,474
310,31.12820452654165 - 112.8742640297925im,78,78,314,315
311,-22.394602424334835 + 73.85453991004042im,77,78,317,310
312,-22.394602424334835 + 73.85453991004042im,78,77,310,318
313,11.733879050848229 - 52.356405477723584im,79,79,319,320
314,-8.733602102206817 + 39.02928411975208im,78,79,-1,313
315,-8.733602102206817 + 39.02928411975208im,79,78,313,-1
316,17.931033631713834 - 96.70010879463162im,80,80,325,324
317,-8.909145635585464 + 27.19394349265108im,77,80,327,319
318,-8.909145635585464 + 27.19394349265108im,80,77,320,328
319,-3.0002769486414125 + 13.539711357971504im,79,80,-1,316
320,-3.0002769486414125 + 13.539711357971504im,80,79,316,-1
321,4.2568459204213065 - 79.64757744964949im,81,81,-1,-1
322,-4.2568459204213065 + 49.136164338577366im,68,81,467,325
323,-4.2568459204213065 + 49.136164338577366im,81,68,324,468
324,-0.0 + 28.905911258852438im,81,80,321,378
325,-0.0 + 28.905911258852438im,80,81,377,321
326,16.55049856968953 - 52.37152117750926im,82,82,330,331
327,-3.6501133617421573 + 10.448143280423022im,77,82,-1,326
328,-3.6501133617421573 + 10.448143280423022im,82,77,326,-1
329,12.366394868184292 - 37.2245844673898im,83,83,333,334
330,-7.625986228966831 + 24.954678151038785im,82,83,379,329
331,-7.625986228966831 + 24.954678151038785im,83,82,329,380
332,8.945028785408407 - 18.936087016338668im,84,84,338,339
333,-2.9301109926043996 + 6.1883944163804925im,83,84,336,332
334,-2.9301109926043996 + 6.1883944163804925im,84,83,332,337
335,12.600132035208034 - 41.55702014722289im,85,85,341,342
336,-1.8102976466130596 + 6.230791899970531im,83,85,-1,338
337,-1.8102976466130596 + 6.230791899970531im,85,83,339,-1
338,-6.014917792804007 + 12.766762599958174im,84,85,-1,335
339,-6.014917792804007 + 12.766762599958174im,85,84,335,-1
340,2.7855973525235846 - 12.21863652889509im,86,86,344,345
341,-2.1401491989727286 + 7.521095756389873im,85,86,347,340
342,-2.1401491989727286 + 7.521095756389873im,86,85,340,348
343,0.6454481535508558 - 4.711340772505216im,87,87,-1,-1
344,-0.6454481535508558 + 4.733590772505216im,86,87,-1,343
345,-0.6454481535508558 + 4.733590772505216im,87,86,343,-1
346,4.4924211158239045 - 22.94678337510046im,88,88,352,353
347,-1.8511662347278788 + 9.44094779711218im,85,88,350,346
348,-1.8511662347278788 + 9.44094779711218im,88,85,346,351
349,12.271377145062587 - 58.50003693855799im,89,89,355,356
350,-0.7836011620903595 + 5.672092093792141im,85,89,-1,352
351,-0.7836011620903595 + 5.672092093792141im,89,85,353,-1
352,-2.641254881096026 + 13.529305577988277im,88,89,-1,349
353,-2.641254881096026 + 13.529305577988277im,89,88,349,-1
354,6.954607347577519 - 25.293897618782964im,90,90,358,359
355,-3.6274393177325592 + 14.43316111110428im,89,90,361,354
356,-3.6274393177325592 + 14.43316111110428im,90,89,354,362
357,5.5163879038884485 - 18.119371907635582im,91,91,363,364
358,-3.3271680298449597 + 10.950836507678686im,90,91,-1,357
359,-3.3271680298449597 + 10.950836507678686im,91,90,357,-1
360,16.920285659665645 - 68.97759089589817im,92,92,366,367
361,-5.219081784143642 + 25.02614815567329im,89,92,-1,363
362,-5.219081784143642 + 25.02614815567329im,92,89,364,-1
363,-2.189219874043489 + 7.195575399956895im,91,92,-1,360
364,-2.189219874043489 + 7.195575399956895im,92,91,360,-1
365,7.092195578126456 - 23.274086424997293im,93,93,371,372
366,-3.283829811065234 + 10.793363099935343im,92,93,369,365
367,-3.283829811065234 + 10.793363099935343im,93,92,365,370
368,20.07285583804516 - 65.56535881186974im,94,94,374,375
369,-1.7633509680650172 + 5.79229631921565im,92,94,393,371
370,-1.7633509680650172 + 5.79229631921565im,94,92,372,394
371,-3.8083657670612223 + 12.50100332506195im,93,94,-1,368
372,-3.8083657670612223 + 12.50100332506195im,94,93,368,-1
373,11.620889435813439 - 37.731545802961776im,95,95,397,398
374,-6.414617552726211 + 21.090484983963453im,94,95,381,373
375,-6.414617552726211 + 21.090484983963453im,95,94,373,382
376,16.89400171764392 - 60.50376606084252im,96,96,399,400
377,-1.0351437105133383 + 5.292026834646842im,80,96,384,379
378,-1.0351437105133383 + 5.292026834646842im,96,80,380,385
379,-5.274398978980543 + 17.255749746047456im,82,96,-1,381
380,-5.274398978980543 + 17.255749746047456im,96,82,382,-1
381,-3.2506688643927286 + 10.50123138720179im,94,96,395,397
382,-3.2506688643927286 + 10.50123138720179im,96,94,398,396
383,4.147731451797593 - 21.169662038063382im,97,97,-1,-1
384,-2.020213171127511 + 10.310814764115275im,80,97,387,399
385,-2.020213171127511 + 10.310814764115275im,97,80,400,388
386,3.1269112844927536 - 14.116999037828222im,98,98,401,402
387,-1.9459643316184865 + 8.830426378772962im,80,98,390,386
388,-1.9459643316184865 + 8.830426378772962im,98,80,386,391
389,3.6163101351063753 - 16.316767298415957im,99,99,403,404
390,-1.0202898342276228 + 4.629508939446922im,80,99,-1,389
391,-1.0202898342276228 + 4.629508939446922im,99,80,389,-1
392,18.405734644789955 - 69.59545123896201im,100,100,406,407
393,-0.7103390729022745 + 3.2337967053421446im,92,100,409,395
394,-0.7103390729022745 + 3.2337967053421446im,100,92,396,410
395,-4.83585268579998 + 15.757272796426902im,94,100,-1,401
396,-4.83585268579998 + 15.757272796426902im,100,94,402,-1
397,-5.206271883087228 + 16.653980818998328im,95,96,-1,376
398,-5.206271883087228 + 16.653980818998328im,96,95,376,-1
399,-2.127518280670082 + 10.883547273948109im,96,97,-1,383
400,-2.127518280670082 + 10.883547273948109im,97,96,383,-1
401,-1.1809469528742673 + 5.324672659055261im,98,100,-1,403
402,-1.1809469528742673 + 5.324672659055261im,100,98,404,-1
403,-2.596020300878753 + 11.725358358969034im,99,100,-1,392
404,-2.596020300878753 + 11.725358358969034im,100,99,392,-1
405,3.530147559248258 - 16.046278878995643im,101,101,411,412
406,-1.6593056195349989 + 7.55972451932552im,100,101,414,405
407,-1.6593056195349989 + 7.55972451932552im,101,100,405,415
408,5.625306089159247 - 25.55860557544498im,102,102,-1,-1
409,-3.754464149445988 + 17.062971215774855im,92,102,-1,411
410,-3.754464149445988 + 17.062971215774855im,102,92,412,-1
411,-1.8708419397132592 + 8.517654359670123im,101,102,-1,408
412,-1.8708419397132592 + 8.517654359670123im,102,101,408,-1
413,9.984497165191467 - 33.971593811489015im,103,103,419,420
414,-5.3116441198439714 + 17.42883226823803im,100,103,417,413
415,-5.3116441198439714 + 17.42883226823803im,103,100,413,418
416,9.249303308494776 - 35.175459586033064im,104,104,427,428
417,-1.033218549090825 + 4.673538448215705im,100,104,425,419
418,-1.033218549090825 + 4.673538448215705im,104,100,420,426
419,-1.7093314826579882 + 5.810259803712991im,103,104,422,416
420,-1.7093314826579882 + 5.810259803712991im,104,103,416,423
421,18.82753930904317 - 64.73147992847889im,105,105,429,430
422,-1.8279037190153233 + 5.552044006354954im,103,105,443,427
423,-1.8279037190153233 + 5.552044006354954im,105,103,428,444
424,6.929886922097958 - 26.21934404558785im,106,106,437,438
425,-1.078407343864887 + 4.0819054833894075im,100,106,-1,429
426,-1.078407343864887 + 4.0819054833894075im,106,100,430,-1
427,-6.506753276745963 + 24.74399133410437im,104,105,-1,421
428,-6.506753276745963 + 24.74399133410437im,105,104,421,-1
429,-4.3913440335749625 + 17.157608474039314im,105,106,432,424
430,-4.3913440335749625 + 17.157608474039314im,106,105,424,433
431,2.920271089316216 - 9.976000176318255im,107,107,-1,-1
432,-1.460135544658108 + 5.041600088159128im,105,107,435,437
433,-1.460135544658108 + 5.041600088159128im,107,105,438,436
434,15.815300509846889 - 43.136941350981566im,108,108,440,441
435,-4.641402735048815 + 12.501556025821136im,105,108,-1,434
436,-4.641402735048815 + 12.501556025821136im,108,105,434,-1
437,-1.460135544658108 + 5.041600088159128im,106,107,-1,431
438,-1.460135544658108 + 5.041600088159128im,107,106,431,-1
439,15.399284139263486 - 42.21631974862318im,109,109,445,446
440,-11.173897774798073 + 30.648405325160425im,108,109,-1,439
441,-11.173897774798073 + 30.648405325160425im,109,108,439,-1
442,14.166946718813083 - 42.52655479525566im,110,110,448,449
443,-1.1356178436741855 + 5.271057733183047im,103,110,-1,445
444,-1.1356178436741855 + 5.271057733183047im,110,103,446,-1
445,-4.225386364465412 + 11.581814423462749im,109,110,-1,442
446,-4.225386364465412 + 11.581814423462749im,110,109,442,-1
447,3.557424101548288 - 12.198432712131625im,111,111,-1,-1
448,-3.557424101548288 + 12.208432712131625im,110,111,451,447
449,-3.557424101548288 + 12.208432712131625im,111,110,447,452
450,5.248518409125197 - 13.568399926478243im,112,112,-1,-1
451,-5.248518409125197 + 13.599399926478243im,110,112,-1,450
452,-5.248518409125197 + 13.599399926478243im,112,110,450,-1
453,10.59505601972183 - 34.90574451832416im,113,113,-1,-1
454,-9.228123560632563 + 30.42349607612707im,17,113,-1,456
455,-9.228123560632563 + 30.42349607612707im,113,17,457,-1
456,-1.3669324590892673 + 4.511988442197094im,32,113,459,453
457,-1.3669324590892673 + 4.511988442197094im,113,32,453,460
458,23.71038293135519 - 107.24249713661393im,114,114,464,465
